Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
128237,B00014IVPQ,A3VOEJ0HGEAQA0,PGray,0,0,5,1325030400,My Favorite Coconut Oil,"This truly is a wonderful, multi-purpose product! The scent is light and aromatic in the jar and smells great when you're cooking with it. I enjoy cooking with it but also use it on my skin and hair. No other product will leave your skin feeling so silky soft and nourished."
152387,B000LKZD4W,AC4JFEQ9RAO57,KAW,0,0,5,1312502400,Highly Recommend,I ordered a box of the Mesquite Lime after finding the Texas BBQ at my local organic grocery store. I love both flavors but am glad I got a bulk of the lime. It's delicious! I love that its only 75 calories and yet so high in protein. It's hard for me (as a vegetarian) to get enough protein while still keeping my carbs low. The standard protein bar usually has way too much sugar for my liking. These are a great afternoon snack and perfect after an intense workout.
233172,B007TJGZ4A,A57B3FTSTUL33,Anil D'Souza,0,0,4,1327622400,"Pretty good, but a little light","While brewing the coffee produced a great, room-filling aroma, I was slightly disappointed with the strength of the brew vs other k-cups I've tried.  Still, a delicious coffee at a great price."
501059,B000YVGMZW,A1HRECPV2Q79BG,718tech,22,22,5,1243468800,Best canned tuna out there,"Unless you're a health nut, tuna in olive oil is almost always preferable to that in water. And Genova is the best of the normally priced ones. (there are some super-expensive imported brands in a jar, but they cost as much as fresh tuna) For a quick meal, I like to open a can over a salad mix, complete with the oil, then add some fresh lemon juice, salt and pepper and that's it! A quick, delicious healthy meal."
560271,B002UT92EY,A1OS8JJ0GTD6EF,Plain Jane,0,0,5,1347926400,magic bullet for cat with digestive issues,"After 8 years and many vet consultations, diets, and lifestyle changes I finally found a food that my cat can digest -- I wish I'd found this product years ago. My cat has had diarrhea/soft stool, blood in stool, and elimination behavior issues for all 8 years that have made me think she is in serious discomfort -- kitty colitis or the like. The stink this cat used to create was also the foulest odor ever to waft past my nostrils. Vets have largely dismissed my concerns about this (small animal vets have earned about as much of my respect as dentists or auto mechanics -- good luck finding a decent one among the lazy, greedy, or just plain incompetent). I've fed Royal Canin products at vet recommendation (cat hated it and no digestive benefit), as well as Taste of the Wild and Chicken Soup for the Cat Lover's Soul on friends' recommendations, all with zero improvement. Then I moved cross country and could not find these brands at the local store. Picked up the pricey Blue Buffalo wildernes food on a whim and voila -- cat is producing truly solid waste, seems to be able to use the litterbox without discomfort, and has reduced the poop odor by ~90%. She also simply seems to like the taste. The price is outrageous, but it's worth it to have her comfortable and to have a house that doesn't smell like the putrid waste of the devil himself whenever the cat takes a crap. Not being awakened in the middle of the night by eye-wateringly fetid odors wafting from the bathroom, demanding immediate litter scooping, is truly priceless."
233341,B007TJGZ4A,A3S9KB688IOAY4,"David H. Trevor ""K-Cup Nut""",2,2,4,1258329600,Good Flavored Coffee,Good flavored coffee taste.  Not a bold taste which I prefer in flavored coffee.  My main coffee is Parisian Nights which is very bold and outstanding and rocks in the early am.  This hazelnut is a great mid-morning change.  If you don't like bold coffee all of the time and like favored coffee...give this a try!
165516,B001QE7J2G,A1MP8Z3WQ1DD5A,Kristofer L. Takach,0,0,5,1312502400,Better than treats?,"My dog loves this food.  I will say i was skeptical at first since everyone talked about a new formula that was terrible.  Well, maybe this is a new formula but my dog loves it.  He has no problems eating and i can use this food as treats.  He has a nice shiny coat and looks very healthy.  He did have diaeresis at first but that was because the breeder for feeding him cheap stuff and took a while for his stomach to adjust."
560268,B002UT92EY,A2JNPUBGF021JA,Panda Enthusiast,1,1,5,1311811200,"Turns older cats into healthy, vibrant kittens!","I've been feeding my 2 cats cheap (whatever what was on sale at the supermarket) food for years.  They were vomiting hairball-food mixtures all the time, and had dry, flaky skin.  I didn't really take notice until the older cat had to have teeth pulled because of stomatitis.  He was sluggish and had trouble chewing even after surgery.  After searching, I learned that poor diet could be a factor.  So, I decided to quit putting their health on the line and buy some quality food.<br /><br />I had tried a few other brands, but they didn't want to eat any of them.  This, however, they LOVED.  Now ages 13 and 8, they are friskier than ever! They're coats are soft and shiny, their gums healthy, and they stopped vomiting (there's still an occasional hairball once in a while but very rarely).<br /><br />The change in behavior and health is very noticeable, and I'm sure because of this food they will live a long healthy life.  This is the only brand (and flavor) of dry food they eat now!"
442300,B0030HSFW0,AD2YEWDEHF0X,Kara B.,1,1,3,1346284800,Holes upon holes,"I have made a lot of sausage, but this was my first time trying Eastman brand hog casings.  I used up almost an entire package of casings preparing for a recent large BBQ, and I was very disappointed with how many holes I found in each length of casing - between 2 and 5 holes per casing.  Any sausage maker knows the frustration of having to chop casings into 1-2' lengths - just as you get a groove going with your stuffing, you have to stop and put on a new casing.  I bought two packages of Eastman casings, so I am hopeful that I happened to have a bad pack... but when every casing in the pack as multiple holes, it leaves me doubtful.  I will happily update my review if I have a better experience with the second pack.<br /><br />Aside from the holes, I was satisfied with the casing.  They were well-packed in salt, plumped up and softened very nicely after soaking and flushing, and had a nice amount of snap after grilling."
501119,B000YVGMZW,A1T8SPU214BHW9,Paola Costa,1,2,2,1336089600,Warning: nothing to do with Italian tuna!,"this USED to be Italian tuna, but it's now Pacific tuna, packaged in US and Thailand<br />I find it quite deceiving to call it ... ""Tonno Genova""!"
152294,B000LKZD4W,AWX2C6PPAMFX0,Melissa,1,2,2,1298851200,Warning: These smell and taste like dog food :(,"I am a vegetarian, and I wanted so badly to like this vegan jerky. As soon as I opened the package, the first thing I noticed was that the jerky is very moist, not like real beef jerky at all (which I understand to be dry and chewy). Also, it smelled like pure dog food. I decided to take a bite anyway, and found that it tastes exactly like it smells. All I could think about was that I was eating dog food. I gave it 2/5 stars because one of my friends actually liked it, and apparently so do a lot of Amazon users since it comes highly recommended. Hopefully you like it better than I did, but beware if you are easily put off by unpleasant smells!"
152327,B000LKZD4W,A3QOK68RA24N9M,Elizabeth,3,3,5,1253491200,Very Convincing Meat Replacement,"I ate beef jerky every single day at my school cafeteria when I was growing up. I loved the stuff. And then I became a vegetarian and, alas, I thought my beef jerky days were done for. Until I discovered this. It is very convincing - the texture isn't gross or suspect like many fake meat products. It isn't too tough, is a bit moist, and has a nice flavor. It is much softer than Tofuky Jerky beef jerky replacement, so the texture is easier to deal with, but this flavor is more sweet than the spicy Tofuky Jerky version. I'm excited to taste other flavors to see if there is something a bit on the spicy barbecue side rather than sweet barbecue side, but in general, I really like this and it might convince even the most skeptical meat eater. My dad even liked it, which is saying a lot - he is an old school eater who was very skeptical of anything vegetarian."
79836,B001IZM92S,A1UFWXS9USVWNF,Courtney,0,0,5,1297209600,Wonderful crunchy apple chips!,These are delicious and are a great price.  Buying in the larger quantity makes these apples more affordable (although still a little pricey) and I love that they are organic.  I had been looking for a crunchy dried apples (as opposed to the chewy softer dried apples sold at my co-op) and these are perfect--crunchy and sweet without and added oil or sugar.  You won't regret your order!<br /><br />Courtney
233304,B007TJGZ4A,A1WRPNUQEJ3GJU,C. legaspi,0,0,4,1261267200,Gloria Jean Hazelnut K-Cups,I've been ordered this product several times and the quality is consistent. I haven't had a bad cup yet. If you like hazelnut coffee then this will not disappoint. I wish more K-Cups would be packaged this way.
310100,B008EM51FA,A3LXA059CB5J3M,"Gift Card Recipient ""Yvonne H""",0,0,5,1351036800,"A delight for ""ginger people""","I was introduced to this absolutely delicious drink by a colleague and was so impressed I went ahead and bought three packs right away.  My family and many friends totally LOVE it! It also a good drink for busy people: it's ready in no time...very healthy too, especially during the colder months to help build a healthy immune system..."
501063,B000YVGMZW,A1CJ448Q3HMCVY,bettasbetta,8,8,4,1268006400,the closest thing to the real deal for the price,"As an Italian living in the US, I find the tuna that is available in the typical supermarket tasteless. I started looking for an affordable alternative to the expensive imported brands and I came across this one. Tonno Genova is preserved in olive oil like in the mediterranean regions of Europe, and I got a 24-pack for $25.<br /><br />Bottom line is: this is not the best that you can get, but it's definitely the best for the price."
310123,B008EM51FA,AFPUH4744Z5QN,"Another Bodacious Jackson ""ABJ""",0,0,5,1315526400,A thing I look forward to in the mornings,"It is a strong eye opener, the weak at heart should dillute it in a larger than 8oz cup/glass.  I enjoy it's strength and welcome all the ginger goodness.  I hope you'll try it and do the same."
152293,B000LKZD4W,AG5FWTUPJPY51,Tami,1,2,5,1307836800,Spoiled Vegan,A sweet barbecue moist chewy jerky that makes it difficult to keep 24 strips around for very long.  You'll be spoiled.
79786,B001IZM92S,A1OSMUWASSRR36,Nicole Machi,2,3,4,1272240000,Delicious healthy snack,"I don't like cinnamon and I don't like apples, so I was surprised when a friend offered me <a href=""http://www.amazon.com/gp/product/B0017I753O"">Bare Fruit 100% Organic Bake-Dried Cinnamon Apple Chips, 2.6 Ounce Bags (Pack of 12)</a> and I liked it. I figured I'd like it even more without cinnamon so I found these on Amazon and oh my... they are AMAZING!! I have eaten one full pound and have not experienced any bad chips like the one reviewer who said they were musty. My roommate ate the other pound and said one chip was incredibly sour, but all the others were great. The only reason I took off a star is because the packaging did not include nutrition information. It was easy enough to find on livestrong, but I definitely think it should be included. Because the chips are all different sizes they don't give an easy to visualize amount, say 1/4 cup = this many calories.. You really need a foods scale to know how much you're eating but in case its of any use to anyone, 24 grams of chips is 58 calories. 16 g is carbs, and 2 g fiber.<br /><br />I gave some to my dad to try. He grows about 10 different varieties of fruit trees, including apples. He said he's dried apples before and they taste the same as these! He takes care not to use anything non-organic or unhealthy so its good they taste the same! Also for some reason they store better in the shiny bag they ship in. I divided one bag into ziplocs to be able to grab for snacks, and they got sort of soft, whereas the chips kept in the original bag inside a ziplock stayed crispy and fresh."
233346,B007TJGZ4A,A1BY8JLTW1KHHI,Lawrence W. Golden,2,2,5,1252713600,This product has made us K-Cup Hazelnut nuts!,This brand of Hazelnut K-Cups is great!  Wish we could get them in larger quantities than 50 packs.
560257,B002UT92EY,A32SVHFBZE68QS,Dianna,2,2,5,1307664000,Great Natural Cat Food at a Reasonable Price,"I have tried other natural cats foods that are much more expensive and harder to find than Blue.  Even though Blue Buffalo costs a little more than the typical grocery store type foods, they are much better for you pets.  Since I have been using Blue Buffalo Wilderness I have noticed a reduced amount of waste and smell in the litter box from my cats.  They seem to be much happier.  Plus, my Siamese mix was showing signs of the onset of kidney failure which he no longer has.  Thanks BLUE BUFFALO, WE LOVE YOU."
128202,B00014IVPQ,A3FTQ9ZFQ6TMU3,TheTealDeal,1,1,4,1296950400,Good Quality Coconut Oil,"I bought this brand of coconut oil strictly for beauty, bodily purposes.  It works quite well as an overall face and body moisturizer, although I use it primarily as a lip treatment during these cold, dry winter months.  It's still in solid form due to the cold weather in my area, but I've just been taking small chunks of it and allowing it to melt in my hands for a few seconds or so before applying to skin.  As others users have noted, I've found this oil to have a toasty-like smell which I don't mind so much.  I might try the Nutiva brand next time because I've heard it has a nicer smell.  In the near future I'll probably purchase more coconut oils just for cooking/baking purposes.  I give this brand an A."
442290,B0030HSFW0,A2T4W7Y9HDPAGL,Irene R. Jones,2,2,5,1333497600,Sausage Skins,"I wasn't too sure this product would produce perfect sauasges. They surpass my expecations! They are so thin and give a sausage the prefect coating.<br />Have to work out the correct number to use, and how to master getting them onto the stuffer, but my second attempt (learn by disaster)gave me the easy perfect sausage I was looking for.<br />Begin by soaking them in cold water first while preparing the meat.Set up the stuffer and then GREASE the outside of the stuffer.Only a small amount of butter is needed! Place one end of a casing onto a small plastic funnel and run warm water through until they bloat up.Then thread the casing onto the stuffer and happily stuff your sausage with the meat.<br />Hint:- Feed the meat into the stuffer with  one hand and guide the casing with the other.<br />When cooked the sausage has the skin but so fine you can't taste it. Very fine product."
165916,B0009F3SA0,A36ZN8QGNI5TM7,"A. You ""sleep needed""",2,2,5,1265414400,This is a great Tea,"Yogi Bedtime Tea makes it much easier for me to fall asleep at night.  I have fibromyalgia and sleeping is something that I do not do well, so when I find a product that helps me sleep, I love it and this one works well."
233308,B007TJGZ4A,AQORDZQRTQLAJ,"Colleen Vandal ""Colleen""",0,0,4,1258761600,Good coffee if you don't want a full hazelnut flavor.,"I like the coffee ok, although I must say it doesn't have much of a hazelnut flavor."
215455,B0014X5O1C,A2IW5H7K71S3HU,Kim H.,2,2,1,1280793600,Blech,Out of our family of five no one liked this drink. It tastes odd. I could drink it if I absolutely had no other choice.
310134,B008EM51FA,A1ZPY91VE3IDN1,J. Offenbach,1,2,5,1329782400,Not limited to hot beverage,"The Prince of Peace Instant Ginger Honey Crystals originally didn't impress me because the first ingredient was cane sugar, followed by honey and then ginger.  Because we don't drink many sweet beverages, the 70 calories and 17 sugar grams seemed outrageous.  We also were not thrilled with the biblical proverbs imprinted on the packaging.  After opening the first pouch, however, our family was hooked on the spicy sweet crystals.  Each pouch contains 12 grams of ginger and it is very, very spicy, just what we like around here.  We empty a packet into a little jar and always have some accessible in the kitchen.  I use a little binder clip on a packet in my bag when traveling, so I can slip a few crystals on my tongue even when there's no water available.  I add this to white or green tea, mix it in my chai and add no other sweetener, sprinkle it on yogurt, fruit and fiber cereal in the morning, and even have used it to tone down an overly spicy seafood stew I made last week.  I don't know how, but throwing in about a half teaspoon worked a miracle.  The hot beverage is great when we're nauseous or just feeling less than perfect, and when chilled, is a perfect complement to one of those clear beverages we may drink for relaxation.  If you like ginger, think about taking a break from the ginger chews/candy and try these little delectable crystals instead."
215524,B0014X5O1C,A1XFNGJ2BMGKAZ,Jeanne Anderson,0,0,4,1208995200,Very Tasty,I really enjoyed this Clementine flavor of Izze All Natural Sparkling Juice. It is nice to drink something that is sweetened natural.<br /><br />I really enjoy this drink.  It is so healthy and good for you.  My husband and I like them but when I gave them to my grandchildren to try they didn't care for it.<br /><br />I'm eager to try another flavor.
79767,B001IZM92S,A3UKWQS8SRW6IO,TropicalMinnesota,3,3,5,1295136000,Great or me and my dog!,"I accidentally ordered these when looking for apple chips like Pannera Bread serves on Fuji apple salads. As soon as I placed the order I thought they were the wrong product and tried to cancel it, but was not able to.  I then ordered a case of apple chips, which were delicious, but full of sugar and calories. I ate the chips and had these left.<br /><br />I was surprised when I opened the bag to find that these are exactly what I was looking for.  They are not the thick, chewy dried apples that I thought they were.  They are thin and crispy, but without added fat or sugar.  I am enjoying them as a snack, stirred into oatmeal and tossed into salads.  I am also using them as low calorie, inexpensive and healthy dog treats, where they are a big hit.<br /><br />Some of the chips are medium and some broken into not much more than crumbs, but it is easy to pull out the size you need for your current use. They are all smaller and thicker than the apple chips I bought.<br /><br />According to the information I have been able to find, there are 29 calories in 1/4 cup (12 grams) and no fat.  The shelf life is one year, but there are no ""use by"" dates on the bags.<br /><br />I am very happy to eat my ""mistake"" and will gladly order these again."
165605,B001QE7J2G,A2NOC3X5DSTT4W,J. Ladouceur,2,2,5,1168387200,Always great,My dogs just love this food. The service is always fast and reliable.
268339,B0040K41MY,A3EZFFPVS34AMO,PD,0,0,4,1340236800,"Good Flavor, Doesn't Go Soggy","I found this surprisingly good, it didn't have that ""I'm such a good health food that I taste like bamboo and cardboard"" flavor. It doesn't go soggy in the first 30 seconds which is REALLY nice. And because it's gluten free, I didn't bloat out like when eating Kashi and other wheat cereals. And I found it just right sweetness-wise, not sure why other reviewers were coming down on it for that. Sweetness is subjective and I probably tolerate a higher level, so for comparison, I can eat Honey Nut Cheerios all day, but if you give me regular Cheerios then I need a bit of sugar or at least a banana thrown in there. If you prefer straight Cheerios out of the box, then you may find this a bit too sweet, but it's not like Frosted Flakes, lol.<br /><br />This is good, definitely one to buy again, although the selling price is a tad high becasue you only get 10 ounces in a box. But good food costs, so I guess I wouldn't expect this to be a buck a box. Enjoy!"
215431,B0014X5O1C,A2APAT58MEMI2L,Carolyn Rampe,0,1,5,1217376000,"delicious drink, my whole family loves it","Great product, absolutely wonderful, I buy them by the case for my husband, they are healthy and taste unbelievable!"
79795,B001IZM92S,A38VVOTC7EG8YM,P. Sherman,0,0,5,1345507200,Can't eat just one....,"After reading these mixed reviews, I didn't know what to expect from these. Well, I finally had to put the bag down to write this review. The first one out of the bag wasn't particularly crispy, but that was fine--it still had a very strong apple taste (I don't see how anyone can compare these to cardboard unless their tastebuds are compromised somehow). The next dozen pieces were very crispy. And I find the taste to be very flavorful (with 61-year-old tastebuds...). So count this review as a definite YES! And now I would like to go back to my snacking."
310106,B008EM51FA,ASCY3FM3SC6F2,classy cooking diva,0,0,5,1350000000,Great Ginger Tea,"I had been brewing Ginger Tea from grated fresh ginger. Ginger Honey Crystals are easy and have a delicious flavor.  This is a strong tea and I enjoy it hot or cold.  I strongly recommend this product if you enjoy ginger tea.<br /><a href=""http://www.amazon.com/gp/product/B002SWB73C"">Instant Ginger Honey Crystals Pack of 30 Bags - 18 g Sachets</a>"
88655,B000PMJLJO,AG7QPDO7GNT5B,Fake name real review,0,0,4,1240012800,pretty good,These were pretty good but the 2 oz ones taste better. Maybe I just got a bad box of these though. still great protein and energy.
268250,B0040K41MY,A2E1EFNIZL2FVA,Rizzo  &#4314;(&#3232;_&#3232;&#4314;),1,2,3,1342396800,For the healthy breakfast eater..... not my choice,"I'm not one for special cereals, and this one is considered organic and also gluten-free, while the flavor speaks of vanilla and it contains a certain amount of crunchiness.  The products are mostly organic, and there is quite a mixture.... Quinoa, rice, flaxseed, bran, cornmeal, etc., etc.<br /><br />When I look at the package of the product, it looks like someone mixed a whole bunch of different cereals into the box.  I never did approve of mixing cereals, and that is what this resembles.<br /><br />You have to acquire a taste for this.  There is more of a sweeter taste that I would not have selected.  It is acceptable, but nothing great.  For the more healthy conscious breakfast eaters, this would serve them well, but for me, it is not something I would purchase.  Rizzo"
560241,B002UT92EY,ARYSDAZNRXN6G,A. Crafton,8,8,5,1317254400,A miracle for our cat!,"My Siamese-mix cat had to wear a cone because of her non-stop compulsive grooming. Her overgrooming started when I put my cats back on kibble and stopped making raw food for them; even though I didn't buy cheap food and fed them premium kibble, apparently something in the food didn't agree with her. After going through all kinds of theories (including 'fleas' which she did not have) my vet suggested a hypoallergenic food (Science Diet being one). I refuse to use that product but I did see the Blue Buffalo Wilderness at Petco and decided to try it.<br /><br />My cats, notoriously picky, all loved the Wilderness from the minute we put it on the bowl; they thought it was a treat! So periodically we would try to take the cone off our overgroomer, and she'd start in right away so we'd put it back on. Finally after about four months we took it off (this was just a week ago!) and she started in on herself again...but then she just stopped and looked around. A few more licks, then she'd stop and look around. It was as if she realized she didn't have to do it any more.<br />What made us decide it was time to take the cone off this time, and leave it off, was that her fur is in the most amazing condition. It's deeply luxuriant and thick, and so soft! She also has a healthy weight to her for the first time in years! She's looked a little on the thin side for the past few years, but in a typical lanky Siamese way so we didn't think it was bad. Now though it's clear she has an allergy of some kind, some grain or the gluten perhaps? And Blue Buffalo has basically made a new cat out of her!<br /><br />As a side note, my 14 year old elderly cat looks like a cat 1/4 her age, and acts like it as well. When we switched to Blue Buffalo we did it wholeheartedly and decided ALL the cats would eat it (and the dog too!). My 10 year old cat has always had a weight problem EXCEPT when he was on raw food, now he's down to 12 pounds from his previous 16 lb. kibble weight but he's not emaciated; he's sleek and glossy and looks like a much younger cat. He plays like he thinks he's a kitten again, and he just seems so bright eyed and alert. One thing I noticed was that he always seemed to have an eating disorder (even though healthy at the vet's) and would eat and eat until he vomited it up and just start over...he doesn't have that insatiable eating disorder any more! Another bonus to the Blue Buffalo, I have not stepped in a cold wet pile of cat hork in the middle of the night, in quite some time.<br />That right there is worth the price of the food!<br /><br />We are HUGE fans of Blue Buffalo and I try to get everyone to try it! Don't balk at the price, you actually will end up having to feed less of this than regular kibble! Once you see the results that are possible from this amazing food, you won't want to use anything else. If your cat/dog has dry skin, sheds too much, has a weight problem, etc, this food is for you! Try the Blue Buffalo Wilderness before you buy anything else, chances are good that you won't need to go buy 'prescription specialty food'. If you have a diabetic animal, the Blue Buffalo Wilderness is one of the best foods you can choose! Compare it side by side to the 'prescription diet' you'll no doubt be told is best. See if the Blue Buffalo Wilderness isn't lower in carbohydrates and higher in protein than that prescription stuff! (Check with your vet to make sure higher protein isn't a problem for your pet though)"
152349,B000LKZD4W,A4QZ8I8ZINQGX,Lindsay,1,1,5,1302998400,AMAZING,"This is just simply delicious! I have so far tried the Texas BBQ and the Mesquite Lime and I can't describe how tasty it is! I've never had real beef jerky before so the only way I could see someone giving this a bad review, is if it doesn't taste how someone would expect but whatever it taste like believe me, it's delicious! The jerky is not dry, because they seal in the perfect amount of sauce so its not wet, but moist!<br /><br />The particular packages I tried however looked different than the picture amazon has here so I'm not sure if Primal Spirit has changed their marketing recently and these are old pictures, or if when you order it, it will actually look like the picture shown. If you go to their website, the pictures on the website are exactly what I purchased from Whole Foods. I'd love to buy them online for the convenience but, I'd like to be sure they are the same packaging and not an older version<br /><br />Anyway, great product! Hope to try all the flavors soon!"
501102,B000YVGMZW,A3RC15UH8QX1K4,august west,1,1,4,1274313600,"great tuna, great value",This is good quality tuna. It doesn't say what species on the can but I am guessing tongol. Stays nice and moist in the olive oil. 3oz cans are perfect for 1 portion.
549733,B004779XNW,A3U90ZYSJ87XS,VintageSooner,0,0,5,1316649600,Deep Robust Flavor!,"This Dark Magic, Extra Bold, Dark Roast is one of my favorites!  Great for that eye-opening first cup in the morning!  Then, for my second cup, I switch to the Green Mountain Haff-Caff.  Both have the deep flavor I crave!"
540255,B0006SDRRE,A3EJRICO2T4WNB,Stephanie Gyorkos,0,0,5,1193443200,Awesome Tea!,I am a tea drinker and have never drank coffee. Seven years ago I drank a variation of teas but never had a favorite until I tried MarketSpice Tea. I got hooked on it and have since drank no other tea.(The taste is phenomenal). At my place of employment I would have my tea cup on the counter and the aroma would catch people's interest with remarks on it's amazing aroma. Unfortunately 3 years ago the business where I purchased the tea had closed and no other place in the city carried it. So in desperation I went onto Amazon and found out I was able to order the tea through them. I was saved. Since then I have ordered through Amazon and have been so pleased with how easy it is and the fantastic and quick service I have received from Amazon and MarketSpice. I am never without my tea.
310132,B008EM51FA,A3T9HZGKQEBRBJ,"mrsprim ""mrsprim""",0,0,5,1276732800,Great product,I love this stuff. I find it acts as a cleanser for your system. I did have to travel to China-town to buy but Amazon is much more convenient and runs about the same price.
268224,B0040K41MY,A2D7X9N3IV3S7B,deeper waters,0,0,2,1339027200,Gives Organic a Bad Name,"The first sentence on the back of the box urges consumers to not ""confuse vanilla with ordinary"".  It seemed a strange emphasis for an organic cereal filled with all of the current ""right stuff"" and after tasting ""Crunchy Vanilla Sunrise"", I understood the need to convince people that what they were eating was something special.  The predominant initial flavor is faux vanilla, followed by a bitter, lingering aftertaste. Overly sweet and artificial, this cereal tries to be all things to all people, managing to satisfy few.  There are better alternatives on the shelf."
233181,B007TJGZ4A,A3EHIB6FBB2HAQ,"Terry Tunes ""piano girl""",0,0,5,1324425600,coffee pods,The coffee came really fast and so fresh! I am always happy with my amazon purchases. Will continue to order from this site.
310081,B008EM51FA,A3HLOLD3BE9W4A,R. Hall,3,3,5,1344470400,Can't live without it!,"I have been drinking this ginger tea for years, and can't live without it. I have IBS and digestive upset is a way of life unfortunately; however, this ginger tea is strong enough to provide a digestive tonic and it tastes good too. I wish it were a little less sweet, but I don't eat a lot of sugar normally. I am pregnant now, and have been drinking it throughout. It settles my belly and helps with the IBS symptoms as well. I have driven 2 hours before to get this from Chinatown, so I'm super happy that I can get it here when I need it as well!"
442305,B0030HSFW0,AN60T7SNZF3V1,xmarie,1,1,5,1335571200,slippery when wet,Nice castings but slippery I almost lost one down the drain...lmao follow instructions and soak them and  clean well and add 1 tablespoon vinegar in about a pint of warm water. They brown well and was tender best Italian sausage I ever ate. I would order again.
549708,B004779XNW,A31B049UPN0OX5,Kev72,0,0,3,1324252800,Decent,"This coffee is a packaged as a dark roast, however, I find the flavor to be more of a medium roast. It is also a bit acidic."
128186,B00014IVPQ,AQKBCHMK4YMHI,Chris J. Doyle,2,2,5,1315180800,Haven't used it for cooking but if it's as good as it is in toiletries...,"This product has a host of books and reviews about its benefits to folks when consumed in place of other oils, but I don't use it for cooking.  It's my all-in-one cosmetic.  I use it to condition my hair (pre-wash, or use a little on the ends of hair after wash), moisturizer, make-up remover, and couldn't be happier.  It's so inexpensive next to all the other things I used to use, that now don't take up all that room in my bath.  I cannot speak highly enough about it as a beauty aid.  No more facial moisturizers, make-up removers, eyelash conditioner, body moisturizer, and hair treatments.  All-in-one, and perfect at all of it.  Then there's the smell of summer that it leaves on you and in your hair.  Gorgeous, I feel like there's a little piece of the Hamptons on me.  Only one thing wrong - if you're not looking to tan or burn be careful in the sun, it's an oil, folks.  Also, it's liquid in high heat, so pack it well in your suitcase.  Use a baggie over it, just in case."
310079,B008EM51FA,A3P4GEZC4SP44C,Bert Drake,4,4,5,1319328000,really good service and price,I've been ordering this product for about a year now and take it daily (has improved my ph balance!) and this vendor always has it in stock and ships it fast & free! Can't ask for better
233276,B007TJGZ4A,A311BT0MW8637Z,"Sandra L. Personette ""Sandylp.com""",0,0,4,1278028800,The coffee is great but Packaging is terrible!,"The coffee is fine, and the price is a bargain, BUT...when the box was delivered, there was loose coffee coming out of the bottom of the box.  Some of the K-cups were open and had to be thrown away and were not useable.  It looks like the K-cups are just thrown into the carton and some were torn open in the process.  The box was undamaged so the damage was not incurred during shipping.  If it occurs again, I'm going to cancel the subscription."
215437,B0014X5O1C,A33H0WC9MI8OVW,Clare Chu,8,16,1,1209168000,"Ugh!  High in sugar, low on taste","My daughter, husband and I tried it.  Her first reaction is that it's too sweet, less fizzy and she didn't want to finish her can.  I tried it and felt a sugar shock coming on, with not much taste.  Hansen's Mandarin Lime is much tastier.  My husband, said ""Ugh it's horrible, why did I try it?"" and poured it down the sink.  Warning:  19 grams of sugar reminds me of the horrible orange drinks they give you for glucose tolerance test.  And what's with the rosin?  I thought that is for violin bows.  Some people might be extremely allergic to it.  Finally the label says no refined sugar, but concentrating fruit juices is refining sugar, just a matter of technicality."
79763,B001IZM92S,A37G54UTVKLCWQ,S. Golden,6,6,5,1274832000,Excellent Product!,"I was a little concerned about buying these in bulk after reading some of the previous reviews.  My concerns were unfounded, I was delighted with the product.  There was no musty taste in any of my bags, (I bought 4 1# packages).  They taste exactly the same as what I buy in the smaller snack packages from the grocery store.  This is a great product, sweet and crunchy, and WAY less expensive to purchase this way."
152360,B000LKZD4W,AE1ZME0QHI8U,L. Johnson,1,1,4,1189296000,ok product really sloooooww shipping,"I too think these strips are a bit too sweet - but this one has 10 grams of protein. Now the that prices have gone up, it's close to what I would pay in the one store in my town that sells them. It also took weeks to get them with the free shipping.  So hmm..."
549646,B004779XNW,A30Z1HJSU3O31I,Lewis D Ford,0,0,3,1345075200,Had to downsize because K-Cups were so weak,"The coffee is pretty good at the smallest cup size, but it gets weak fast the larger serving size you use. For a brand claiming to be ""Black"", I expected more coffee per cup."
540258,B0006SDRRE,A2SPE0LFS7QXCD,S. G. Sevilles,0,0,5,1178928000,Grats Teas,Market spice puts out a great product and great service. Their market spice tea is world renowned.
128229,B00014IVPQ,A3GQQBM0NP6V93,Morgaine,0,0,5,1332460800,Tastes Great,"I'm not a coconut oil savant, but I got this for my stovetop popcorn popper and it's awesome.  It's not super-greasy, very light, cooks the popcorn to perfection and leaves an amazing hint of coconut without the sweetness (although my husband says it doesn't get the coconut hint, but he misses a lot of hints).  It shipped quickly, was well-packaged, and is a good price, I didn't want to buy a ton in case we didn't like it."
540248,B0006SDRRE,A3I5ZVSQH7EO0Z,L. Parker,0,0,5,1221004800,Market Spice Tea,"Excellent Tea, I have enjoyed it for years. Shipping costs I thought were too much. its very heavy on orange and cinnimon. But it reminds me of the days when I visited the Pikes Place Market often. You can sip it while shopping for other items."
268328,B0040K41MY,A1WKEAS58297E5,"Jesus First ""Darren & Holly""",0,0,4,1340841600,Yummy!,"I wasn't expecting much from this cereal, but it actually turned out to be very delicious AND it kept its crunchiness! I will be buying this cereal again."
